url,clicks,impressions,position,actual_ctr,expected_ctr,ctr_residual,lost_clicks,intent,top_query,queries_seen,has_affiliate_link,word_count,benchmark_covers_position
/blog/tick-season-oakville-when-are-ticks-active,47,1860,6.6,2.527,1.45,1.077,20,other,ticks in oakville,4,yes,2360,yes
/hamilton-tick-spray,25,1295,11.8,1.931,0.35,1.581,20,other,hamilton area,2,no,1477,no
/blog/best-bed-bug-trap-canada,26,1310,9.5,1.985,0.35,1.635,21,commercial,bed bug traps,98,yes,3539,yes
/blog/best-professional-mosquito-trap-canada,25,1108,10.4,2.256,0.35,1.906,21,commercial,propane mosquito trap,139,yes,3433,yes
/blog/best-rat-trap-canada,84,7473,8.7,1.124,0.83,0.294,22,commercial,rat traps,474,yes,9201,yes
/blog/wasp-dust-canada,40,614,5.2,6.515,2.74,3.775,23,commercial,wasp powder canada,7,yes,3236,yes
/blog/best-dehumidifier-for-basement-canada,36,3609,11,0.998,0.35,0.648,23,commercial,best dehumidifier for basement canada,157,yes,3299,no
/blog/lyme-disease-cases-ontario-2026,27,1192,12.1,2.265,0.35,1.915,23,other,,0,no,1781,no
/blog/electric-fly-swatter-canada,185,14805,8.1,1.25,1.09,0.16,24,commercial,electric fly swatter,35,PAGE-NOT-ON-DISK,,yes
/blog/best-tick-repellent-yard-canada,136,10269,8.4,1.324,1.09,0.234,24,commercial,cedarcide canada,584,yes,1557,yes
/blog/how-to-keep-mice-out-of-your-car,38,4004,11.3,0.949,0.35,0.599,24,other,stop mice from getting in car,3,yes,4164,no
/blog/mosquito-repellent-plants-ontario,138,10280,7.5,1.342,1.09,0.252,26,commercial,mosquito repellent plants,10,yes,1900,yes
/blog/tick-bites-that-wont-heal-when-to-worry,75,4458,7.6,1.682,1.09,0.592,26,other,tick bite not healing,15,no,1075,yes
/blog/co2-mosquito-trap-canada,65,2719,7.2,2.391,1.45,0.941,26,commercial,co2 mosquito trap,20,yes,2850,yes
/blog/crossfire-bed-bug-concentrate-review-canada,71,2952,6.9,2.405,1.45,0.955,28,commercial,crossfire bed bug,14,yes,3110,yes
/blog/best-steam-cleaner-for-pest-control-canada,32,1217,10.3,2.629,0.35,2.279,28,commercial,bed bug vacuum steamer richmond hill,86,yes,3563,yes
/blog/what-ticks-look-like-ontario,170,12901,7.9,1.318,1.09,0.228,29,other,tick identification ontario,21,yes,1489,yes
/blog/bed-bug-heater-canada,45,1918,8.5,2.346,0.83,1.516,29,commercial,bed bug heater,188,yes,3968,yes
/blog/tick-control-richmond-hill-markham,96,2304,4.9,4.167,2.74,1.427,33,other,ticks in markham,6,no,1381,yes
/west-nile-virus-ontario-tracker,198,11238,6.9,1.762,1.45,0.312,35,other,west nile virus ontario,12,no,2500,yes
/blog/best-bed-bug-steamer-canada,97,3002,5.9,3.231,2.08,1.151,35,commercial,steam cleaner for bed bugs,197,yes,2870,yes
/blog/best-mosquito-trap-canada,65,3503,9.1,1.856,0.83,1.026,36,commercial,propane mosquito trap,240,PAGE-NOT-ON-DISK,,yes
/blog/best-wasp-trap-canada,89,6233,8.6,1.428,0.83,0.598,37,commercial,best wasp trap,238,PAGE-NOT-ON-DISK,,yes
/blog/best-cockroach-spray-canada,71,8508,9.5,0.835,0.35,0.485,41,commercial,cockroach spray,602,yes,5755,yes
/blog/raccoon-deterrent-canada,147,7035,6.8,2.09,1.45,0.64,45,commercial,raccoon deterrent,22,PAGE-NOT-ON-DISK,,yes
/blog/tick-control-vaughan-king-city-woodbridge,85,1902,6,4.469,2.08,2.389,45,other,ticks in vaughan,4,no,1275,yes
/blog/mosquito-repellent-guide-ontario-2026,278,11116,6.3,2.501,2.08,0.421,47,commercial,best mosquito repellent,52,yes,2793,yes
/blog/no-see-um-bites,313,18096,6.7,1.73,1.45,0.28,51,other,no see ums,59,yes,6895,yes
/blog/how-to-get-rid-of-wasps-canada,96,10682,9.7,0.899,0.35,0.549,59,commercial,wasp nest removal,15,yes,3415,yes
/blog/bed-bug-spray-canada,129,6179,7.7,2.088,1.09,0.998,62,commercial,best bed bug killer in canada,467,yes,4267,yes
/blog/chigger-bites,157,26507,9.8,0.592,0.35,0.242,64,other,chiggers,44,yes,8289,yes
/blog/bug-zappers-canada-do-they-work,238,19895,8.6,1.196,0.83,0.366,73,commercial,bug zapper,654,yes,14697,yes
/blog/lyme-disease-risk-areas-ontario-2026,383,14805,6.4,2.587,2.08,0.507,75,other,tick map ontario 2026,22,no,2107,yes
/blog/tick-removal-tool-guide,124,5637,8.6,2.2,0.83,1.37,77,commercial,best tick removal tool,19,yes,1824,yes
/blog/toronto-tick-hot-spot-2026,195,5583,6.1,3.493,2.08,1.413,79,other,ticks in toronto 2026,14,no,1398,yes
/blog/advion-cockroach-gel-bait-canada,422,21363,7,1.975,1.45,0.525,112,commercial,advion cockroach gel bait,878,PAGE-NOT-ON-DISK,,yes
/blog/tick-hot-spots-mississauga-2026,153,1490,5.2,10.268,2.74,7.528,112,other,mississauga ticks,3,no,1936,yes
/blog/best-screen-tent-canada,160,11485,9.6,1.393,0.35,1.043,120,other,screen tent,457,yes,5007,yes
/gta-mosquito-pressure-map,207,5035,6.6,4.111,1.45,2.661,134,other,toronto tick map,11,no,2295,yes
/blog/are-ticks-dangerous-ontario,624,17790,5.1,3.508,2.74,0.768,137,other,worst areas for ticks in ontario,821,yes,2644,yes
/blog/mosquito-magnet-canada,315,15521,8.2,2.03,1.09,0.94,146,commercial,mosquito magnet,37,yes,7227,yes
/blog/mosquito-fogger-canada,454,21167,7.4,2.145,1.45,0.695,147,commercial,mosquito fogger,82,yes,3862,yes
/ontario-lyme-disease-tracker-2026,477,21880,8.1,2.18,1.09,1.09,239,other,tick map ontario 2026,26,no,4832,yes
/,389,10013,14.5,3.885,0.35,3.535,354,other,mosquito control toronto,376,no,1049,no
/blog/permethrin-canada-yard-clothing-spray,1431,59650,6.5,2.399,1.45,0.949,566,commercial,permethrin spray,183,yes,7052,yes
/blog/laser-mosquito-killer-photon-matrix-review,2167,97091,6.9,2.232,1.45,0.782,759,commercial,photon matrix,165,yes,14341,yes
/blog/mosquito-bits-canada-vs-dunks,2118,62275,5.8,3.401,2.08,1.321,823,commercial,mosquito bits,141,yes,6137,yes
