page_path,topic,tag,tag_known,page_default_tag,uses_tagForSlug,link_type,asin,search_term,anchor_text,position_index,words_before,pct_through,in_first_600_words,component
"/blog/tick-tubes-canada","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","thermacell tick control tubes 12 pack","Thermacell Tick Control Tubes","1","81","4","sticky","StickyBuyBar"
"/blog/tick-tubes-canada","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","thermacell tick control tubes 12 pack","Check price on Amazon.ca →","2","383","18","true","BuyLink"
"/blog/tick-tubes-canada","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick tubes 20 pack","Generic 20-pack tick tubes →","3","387","18","true","BuyLink"
"/blog/tick-tubes-canada","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","thermacell tick control tubes 12 pack","Thermacell Tick Control Tubes","4","391","19","true","TopPick"
"/blog/tick-vs-bed-bug","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","tick removal tool tweezers","fine-tipped tick removal tweezers","1","326","6","true","BuyLink"
"/blog/tick-vs-bed-bug","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","tick removal tool tweezers","Fine-Tipped Tick Removal Tool","2","470","8","true","TopPick"
"/blog/tick-vs-bed-bug","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","bed bug spray","bed bug spray","3","3146","56","false","BuyLink"
"/blog/tick-vs-bed-bug","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","bed bug spray","bed bug spray","4","4284","77","false","BuyLink"
"/blog/tick-vs-bed-bug","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","insect shield permethrin treated clothing","insect shield permethrin treated clothing","5","5134","92","false","BuyLink"
"/blog/tick-vs-bed-bug","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","tick removal tool tweezers","Fine-Tipped Tick Removal Tool","6","5570","100","sticky","StickyBuyBar"
"/blog/toronto-tick-hot-spot-2026","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Fine-tipped tick-removal tool","1","265","21","true","TopPick"
"/blog/toronto-tick-hot-spot-2026","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","insect shield permethrin treated clothing","Check price on Amazon.ca &rarr;","2","968","77","false","BuyLink"
"/blog/toronto-tick-hot-spot-2026","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","check tick-removal tools on Amazon.ca &rarr;","3","1217","97","false","BuyLink"
"/blog/toronto-tick-hot-spot-2026","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Fine-tipped tick-removal tool","4","1258","100","sticky","StickyBuyBar"
"/blog/traces-punaises-de-lit-matelas","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","saferest mattress encasement","Housse anti-punaises de lit pour matelas","1","249","9","sticky","StickyBuyBar"
"/blog/traces-punaises-de-lit-matelas","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","saferest mattress encasement","Housse anti-punaises &rarr;","2","1169","42","false","BuyLink"
"/blog/traces-punaises-de-lit-matelas","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps","Pièges intercepteurs &rarr;","3","1171","42","false","BuyLink"
"/blog/traces-punaises-de-lit-matelas","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","doktor doom diatomaceous earth","Voir les poudres dessiccantes homologuées sur Amazon.ca &rarr;","4","2286","81","false","BuyLink"
"/blog/types-of-ticks-identification","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool fine tip tweezers","Check price on Amazon.ca →","1","500","30","true","BuyLink"
"/blog/types-of-ticks-identification","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","10x magnifying glass hand lens","Check price on Amazon.ca →","2","736","45","false","BuyLink"
"/blog/types-of-ticks-identification","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool fine tip tweezers","Check tick-removal tools on Amazon →","3","1502","91","false","BuyLink"
"/blog/types-of-ticks-identification","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool fine tip tweezers","Fine-Tipped Tick Removal Tool Set","4","1507","92","false","TopPick"
"/blog/types-of-ticks-identification","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","insect shield permethrin treated clothing","Compare insect shield permethrin treated clothing →","5","1585","97","false","BuyLink"
"/blog/types-of-ticks-identification","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool fine tip tweezers","Fine-Tipped Tick Removal Tool Set","6","1642","100","sticky","StickyBuyBar"
"/blog/ultimate-backyard-mosquito-control-guide","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Check price on Amazon.ca →","1","1012","73","false","BuyLink"
"/blog/ultimate-backyard-mosquito-control-guide","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Summit Mosquito Dunks (Bti larvicide)","2","1016","74","false","TopPick"
"/blog/ultimate-backyard-mosquito-control-guide","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","thermacell mosquito repeller","Check price on Amazon.ca →","3","1076","78","false","BuyLink"
"/blog/ultimate-backyard-mosquito-control-guide","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Summit Mosquito Dunks (Bti larvicide)","4","1379","100","sticky","StickyBuyBar"
"/blog/ultimate-tick-control-guide-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Check price on Amazon.ca →","1","372","17","true","BuyLink"
"/blog/ultimate-tick-control-guide-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","insect shield permethrin treated clothing","Check treated clothing on Amazon.ca →","2","1606","72","false","BuyLink"
"/blog/ultimate-tick-control-guide-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","thermacell tick control tubes 12 pack","Check price on Amazon.ca →","3","1794","80","false","BuyLink"
"/blog/ultimate-tick-control-guide-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Check price on Amazon.ca →","4","2073","93","false","BuyLink"
"/blog/ultimate-tick-control-guide-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Fine-Tip Tick Removal Tool Set","5","2087","93","false","TopPick"
"/blog/ultimate-tick-control-guide-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Fine-tip tick removal tool set","6","2234","100","sticky","StickyBuyBar"
"/blog/ultrasonic-pest-repellers-do-they-work","wildlife","buzzskito-wildlife-20","true","buzzskito-wildlife-20","true","search","","victor electronic mouse trap","Check price on Amazon.ca →","1","424","25","true","BuyLink"
"/blog/ultrasonic-pest-repellers-do-they-work","wildlife","buzzskito-wildlife-20","true","buzzskito-wildlife-20","true","search","","steel wool rodent control gap filler","Check price on Amazon.ca →","2","1287","76","false","BuyLink"
"/blog/ultrasonic-pest-repellers-do-they-work","wildlife","buzzskito-wildlife-20","true","buzzskito-wildlife-20","true","search","","victor electronic mouse trap","Victor M250S Electronic Mouse Trap","3","1375","81","false","TopPick"
"/blog/ultrasonic-pest-repellers-do-they-work","wildlife","buzzskito-wildlife-20","true","buzzskito-wildlife-20","true","search","","victor electronic mouse trap","Check the Victor electronic trap on Amazon.ca →","4","1375","81","false","BuyLink"
"/blog/ultrasonic-pest-repellers-do-they-work","wildlife","buzzskito-wildlife-20","true","buzzskito-wildlife-20","true","search","","victor electronic mouse trap","Victor M250S electronic mouse trap","5","1690","100","sticky","StickyBuyBar"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","vapamore mr-100 primo steam cleaner","Vapamore MR-100 Primo dry-steam cleaner","1","99","4","sticky","StickyBuyBar"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","vapamore mr-100 primo steam cleaner","Vapamore MR-100 Primo Dry-Vapour Steam Cleaner","2","296","11","true","TopPick"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","vapamore mr-100 primo steam cleaner","Check price on Amazon.ca →","3","375","15","true","BuyLink"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","dupray neat steam cleaner","Check price on Amazon.ca →","4","403","16","true","BuyLink"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","mcculloch mc1275 steam cleaner","Check price on Amazon.ca →","5","428","17","true","BuyLink"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","handheld steam cleaner bed bugs","Check price on Amazon.ca →","6","455","18","true","BuyLink"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","vapamore mr-100 primo steam cleaner","Vapamore MR-100 Primo →","7","767","30","false","BuyLink"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","dupray neat steam cleaner","Dupray Neat →","8","770","30","false","BuyLink"
"/blog/vapamore-mr100-steamer-review-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","true","search","","mcculloch mc1275 steam cleaner","McCulloch MC1275 →","9","772","30","false","BuyLink"
"/blog/victor-electronic-mouse-trap-review-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","true","search","","victor electronic mouse trap m250s","Victor M250S Electronic Mouse Trap","1","79","4","sticky","StickyBuyBar"
"/blog/victor-electronic-mouse-trap-review-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","true","search","","victor electronic mouse trap m250s","Victor M250S on Amazon.ca →","2","282","15","true","BuyLink"
"/blog/victor-electronic-mouse-trap-review-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","true","search","","victor m1 smart kill mouse trap","M1 Smart-Kill (Wi-Fi) →","3","285","15","true","BuyLink"
"/blog/victor-electronic-mouse-trap-review-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","true","search","","victor electronic mouse trap m250s","Victor M250S Electronic Mouse Trap","4","287","15","true","TopPick"
"/blog/victor-electronic-mouse-trap-review-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","true","search","","victor m1 smart kill mouse trap","Check M1 Smart-Kill availability →","5","1074","57","false","BuyLink"
"/blog/victor-electronic-mouse-trap-review-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","true","search","","victor electronic mouse trap m250s","Check Victor M250S price on Amazon.ca →","6","1793","96","false","BuyLink"
"/blog/wasp-dust-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","wilson one shot foam wasp hornet killer","Wilson OneShot Jet Foam Wasp & Hornet Killer","1","107","6","sticky","StickyBuyBar"
"/blog/wasp-dust-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","wilson one shot foam wasp hornet killer","Wilson OneShot jet foam &rarr;","2","595","31","true","BuyLink"
"/blog/wasp-dust-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","bulb duster pesticide applicator","Bulb dusters &rarr;","3","599","31","true","BuyLink"
"/blog/wasp-dust-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","diatomaceous earth insect dust","DE insect dust &rarr;","4","601","32","false","BuyLink"
"/blog/wasp-dust-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","beekeeping suit full body hood","Protective suits &rarr;","5","604","32","false","BuyLink"
"/blog/west-nile-virus-mississauga-2026","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Check Mosquito Dunks on Amazon.ca →","1","1246","80","false","BuyLink"
"/blog/west-nile-virus-mississauga-2026","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito bits","Check Mosquito Bits on Amazon.ca →","2","1273","82","false","BuyLink"
"/blog/west-nile-virus-mississauga-2026","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Summit Mosquito Dunks (Bti larvicide)","3","1278","82","false","TopPick"
"/blog/west-nile-virus-mississauga-2026","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Summit Mosquito Dunks (Bti larvicide)","4","1559","100","sticky","StickyBuyBar"
"/blog/west-nile-virus-toronto-2026","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Check Mosquito Dunks on Amazon.ca →","1","798","78","false","BuyLink"
"/blog/west-nile-virus-toronto-2026","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito bits","Check Mosquito Bits on Amazon.ca →","2","814","80","false","BuyLink"
"/blog/west-nile-virus-toronto-2026","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Summit Mosquito Dunks (BTI Larvicide)","3","900","88","false","TopPick"
"/blog/west-nile-virus-toronto-2026","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","summit mosquito dunks","Summit Mosquito Dunks (Bti larvicide)","4","1017","100","sticky","StickyBuyBar"
"/blog/what-attracts-mosquitoes-to-you","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","picaridin insect repellent","Check picaridin repellent on Amazon →","1","1000","60","false","BuyLink"
"/blog/what-attracts-mosquitoes-to-you","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","thermacell mosquito repeller","Thermacell patio repeller →","2","1005","61","false","BuyLink"
"/blog/what-attracts-mosquitoes-to-you","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","picaridin insect repellent","Picaridin 20% Insect Repellent","3","1488","90","false","TopPick"
"/blog/what-attracts-mosquitoes-to-you","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","picaridin insect repellent","Picaridin 20% insect repellent","4","1661","100","sticky","StickyBuyBar"
"/blog/what-blood-type-do-mosquitoes-bite","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","false","search","","picaridin insect repellent spray","Check picaridin &amp; DEET repellents on Amazon &rarr;","1","3573","72","false","BuyLink"
"/blog/what-blood-type-do-mosquitoes-bite","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","false","search","","patio mosquito repeller device","Check patio zone repellers on Amazon &rarr;","2","4017","81","false","BuyLink"
"/blog/what-blood-type-do-mosquitoes-bite","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","false","search","","mosquito net bug jacket","Check bug jackets &amp; head nets on Amazon &rarr;","3","4232","85","false","BuyLink"
"/blog/what-blood-type-do-mosquitoes-bite","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","false","search","","bti mosquito dunks","Check Bti mosquito dunks on Amazon &rarr;","4","4947","99","false","BuyLink"
"/blog/what-does-a-tick-bite-look-like","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal kit","Tick Remover Kit (fine-tip + hook set)","1","956","1912","false","TopPick"
"/blog/what-does-a-tick-bite-look-like","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal kit","Check price on a tick removal kit at Amazon.ca &rarr;","2","956","1912","false","BuyLink"
"/blog/what-does-a-tick-bite-look-like","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal kit","Tick remover kit (fine-tip + hook)","3","50","100","sticky","StickyBuyBar"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","dp_asin","B0CQ8RSTC9","victor mouse trap 4 pack","Victor snap traps (what to buy once you've confirmed it)","1","176","3","sticky","StickyBuyBar"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","search","","n95 respirator masks niosh","Check price on Amazon.ca &rarr;","2","521","8","true","BuyLink"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","search","","victor mouse trap 4 pack","Check price on Amazon.ca &rarr;","3","596","9","true","BuyLink"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","search","","n95 respirator masks niosh","Respirator &rarr;","4","1546","24","false","BuyLink"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","search","","victor mouse trap 4 pack","Snap traps &rarr;","5","1547","24","false","BuyLink"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","search","","stainless steel wool rodent exclusion","Exclusion fill &rarr;","6","1549","24","false","BuyLink"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","search","","n95 respirator masks niosh","Respirator &amp; gloves &rarr;","7","5900","91","false","BuyLink"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","search","","victor mouse trap 4 pack","Snap traps &rarr;","8","5902","91","false","BuyLink"
"/blog/what-does-mouse-poop-look-like-canada","rodent","buzzskito-rodent-20","true","buzzskito-rodent-20","false","search","","hardware cloth 1/4 inch galvanized","1/4-inch hardware cloth &rarr;","9","5904","91","false","BuyLink"
"/blog/what-does-tick-look-like-on-dog","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Check price on Amazon.ca &rarr;","1","312","28","true","BuyLink"
"/blog/what-does-tick-look-like-on-dog","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","flea tick comb dog","Check price on Amazon.ca &rarr;","2","812","74","false","BuyLink"
"/blog/what-does-tick-look-like-on-dog","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Fine-Tipped Tick Removal Tool / Pointed Tweezers","3","900","82","false","TopPick"
"/blog/what-does-tick-look-like-on-dog","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool dog","See dog tick removal tools on Amazon.ca &rarr;","4","1069","97","false","BuyLink"
"/blog/what-does-tick-look-like-on-dog","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Fine-tipped tick removal tweezers","5","1104","100","sticky","StickyBuyBar"
"/blog/what-eats-ticks-and-mosquitoes","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","mosquito dunks bti larvicide","Check price on Amazon.ca &rarr;","1","410","23","true","BuyLink"
"/blog/what-eats-ticks-and-mosquitoes","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","outdoor patio fan","Check price on Amazon.ca &rarr;","2","496","28","true","BuyLink"
"/blog/what-eats-ticks-and-mosquitoes","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","beneficial nematodes lawn","Check price on Amazon.ca &rarr;","3","1164","66","false","BuyLink"
"/blog/what-eats-ticks-and-mosquitoes","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","beneficial nematodes lawn","Beneficial Nematodes (live, lawn-applied)","4","1195","68","false","TopPick"
"/blog/what-eats-ticks-and-mosquitoes","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","icaridin insect repellent","Check price on Amazon.ca &rarr;","5","1713","97","false","BuyLink"
"/blog/what-eats-ticks-and-mosquitoes","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","beneficial nematodes lawn","Beneficial nematodes (lawn-applied)","6","1765","100","sticky","StickyBuyBar"
"/blog/what-kills-bed-bugs-instantly-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug steamer dry vapour","Dry-vapour steamer — the genuinely instant tool","1","146","4","sticky","StickyBuyBar"
"/blog/what-kills-bed-bugs-instantly-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug steamer dry vapour","Dry-vapour steamer &rarr;","2","1352","38","false","BuyLink"
"/blog/what-kills-bed-bugs-instantly-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","safers insect killing diatomaceous earth","Safer&rsquo;s registered DE &rarr;","3","1354","38","false","BuyLink"
"/blog/what-kills-bed-bugs-instantly-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug heater bag luggage heat treatment","Heated chamber &rarr;","4","1357","38","false","BuyLink"
"/blog/what-kills-bed-bugs-instantly-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug steamer dry vapour","Check dry-vapour steamers on Amazon.ca &rarr;","5","1653","46","false","BuyLink"
"/blog/what-kills-bed-bugs-instantly-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","doktor doom sleep tight bed bug spray","Check Doktor Doom Sleep Tight on Amazon.ca &rarr;","6","2455","68","false","BuyLink"
"/blog/what-kills-bed-bugs-instantly-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","safers insect killing diatomaceous earth","Check Safer&rsquo;s registered DE on Amazon.ca &rarr;","7","2798","78","false","BuyLink"
"/blog/what-percentage-of-ticks-carry-lyme-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","false","search","","tick removal tool tweezers","Fine-Tipped Tick Removal Tool (tweezers + tick key)","1","276","17","true","TopPick"
"/blog/what-percentage-of-ticks-carry-lyme-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","false","search","","tick removal tool tweezers","Check price on Amazon.ca &rarr;","2","1256","78","false","BuyLink"
"/blog/what-percentage-of-ticks-carry-lyme-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","false","search","","icaridin insect repellent","Check price on Amazon.ca &rarr;","3","1514","94","false","BuyLink"
"/blog/what-percentage-of-ticks-carry-lyme-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","false","search","","tick repellent","See tick repellent on Amazon.ca &rarr;","4","1518","94","false","BuyLink"
"/blog/what-percentage-of-ticks-carry-lyme-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","false","search","","tick removal tool tweezers","Fine-tipped tick removal tool","5","1609","100","sticky","StickyBuyBar"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","50 pint dehumidifier energy star continuous drain","50-pint dehumidifier — the Canadian basement default","1","110","5","sticky","StickyBuyBar"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","compact 30 pint dehumidifier energy star humidistat","Check price on Amazon.ca →","2","496","22","true","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","35 pint dehumidifier energy star continuous drain","Check price on Amazon.ca →","3","516","23","true","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","50 pint dehumidifier energy star continuous drain","Check price on Amazon.ca →","4","536","24","true","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","50 pint dehumidifier with built in pump","Check price on Amazon.ca →","5","563","25","true","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","crawl space dehumidifier low temperature with pump","Check price on Amazon.ca →","6","585","26","true","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","desiccant dehumidifier cold room garage","Check price on Amazon.ca →","7","604","27","false","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","whole house ducted dehumidifier","Check price on Amazon.ca →","8","627","28","false","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","50 pint dehumidifier energy star continuous drain","50 pint (basement default) →","9","996","44","false","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","35 pint dehumidifier energy star continuous drain","30&ndash;35 pint →","10","999","44","false","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","50 pint dehumidifier with built in pump","50 pint + pump →","11","1000","44","false","BuyLink"
"/blog/what-size-dehumidifier-do-i-need-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","false","search","","crawl space dehumidifier low temperature with pump","Crawl-space unit →","12","1002","44","false","BuyLink"
"/blog/what-ticks-look-like-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Check price on Amazon.ca &rarr;","1","255","18","true","BuyLink"
"/blog/what-ticks-look-like-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","tick removal tool tweezers","Check tick-removal tools on Amazon.ca &rarr;","2","823","58","false","BuyLink"
"/blog/what-ticks-look-like-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","otom tick twister","Tick Twister-style removal hook set","3","828","58","false","TopPick"
"/blog/what-ticks-look-like-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","lighted magnifying glass 10x loupe","Check lighted magnifiers on Amazon.ca &rarr;","4","963","68","false","BuyLink"
"/blog/what-ticks-look-like-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","insect shield permethrin treated clothing","Check permethrin-treated clothing on Amazon.ca &rarr;","5","1378","97","false","BuyLink"
"/blog/what-ticks-look-like-ontario","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","otom tick twister","Tick Twister-style removal hook","6","1419","100","sticky","StickyBuyBar"
"/blog/when-are-mosquitoes-most-active","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","picaridin insect repellent spray","Check repellent options on Amazon →","1","1536","36","false","BuyLink"
"/blog/when-are-mosquitoes-most-active","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","picaridin insect repellent 20 percent","Picaridin Insect Repellent (20%)","2","1808","43","false","TopPick"
"/blog/when-are-mosquitoes-most-active","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","oil of lemon eucalyptus insect repellent","Check oil of lemon eucalyptus repellents on Amazon &rarr;","3","3345","79","false","BuyLink"
"/blog/when-are-mosquitoes-most-active","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","outdoor oscillating patio fan","Check outdoor patio fans on Amazon &rarr;","4","3646","86","false","BuyLink"
"/blog/when-are-mosquitoes-most-active","mosquito","buzzskito-mosquito-20","true","buzzskito-mosquito-20","true","search","","picaridin insect repellent 20 percent","Picaridin 20% insect repellent","5","4230","100","sticky","StickyBuyBar"
